sample_id,cluster_id,cluster_name,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99
237,2,random_walk,0.41607943,0.3267376,-0.12672056,0.39631572,0.48669612,0.5899297,0.29963136,0.3688284,0.121836156,0.065325804,0.117294826,0.35864112,-0.19056012,0.12924774,-0.4091428,-0.41962132,0.036580604,-0.46310833,-0.2015698,-0.42312437,-0.5829485,-0.13395347,-0.12595706,-0.42169374,-0.040720325,-0.15486914,0.1201196,0.23337236,0.09726481,0.14257073,-0.1464388,-0.08824666,-0.14175533,-0.104229406,0.17118151,0.14164652,-0.39026812,-0.59753203,-0.65846056,-0.6008901,-0.7763941,-0.84239006,-1.3088769,-0.8907341,-1.0956137,-0.7615357,-0.8934289,-0.71649677,-0.44214976,-0.44775993,-0.23144214,-0.13842069,-0.088634,-0.29038605,-0.4001077,-0.5525717,-0.8690761,-0.30887443,-0.11149368,-0.5893393,-0.8375914,-0.7661085,-0.79756284,-0.94414836,-1.0140357,-0.76634336,-0.9653135,-0.9812572,-1.3161925,-1.7107984,-1.6648227,-1.5230095,-1.6881862,-1.6615129,-1.7662734,-1.3513123,-1.5499527,-1.250128,-1.5865806,-1.7643844,-1.4475293,-1.1217451,-1.3648013,-1.4537246,-1.6143548,-1.4565117,-1.9033161,-1.3905936,-1.5469327,-1.7466727,-1.6142124,-1.9180344,-2.1499722,-2.1942508,-2.009301,-1.8871518,-2.034474,-2.1684597,-2.3599405,-2.2875721
238,2,random_walk,-0.22361681,-0.21953008,0.033770304,-0.17514467,-0.38701692,-0.3097516,-0.36288694,-0.09074683,-0.24662577,-0.5620638,-0.5256248,-0.57768375,-0.8670344,-1.0620246,-1.2733285,-0.85257035,-1.119564,-0.68563247,-1.0764141,-1.003007,-0.7884196,-0.50679404,-0.47992414,-1.0791081,-0.85653025,-1.0554857,-0.7167174,-0.7383091,-0.2799313,-0.20920324,-0.071258605,-0.13820846,-0.044301298,0.02953234,-0.107021086,-0.08673666,0.39543167,0.61912304,0.8277128,0.43617377,0.4319298,0.409029,0.5986561,0.27894035,0.16123927,0.27171528,-0.02932693,-0.096731685,-0.18007228,0.30506808,-0.2148091,-0.09145415,0.048049822,0.17789197,0.25360364,0.370094,0.47933328,0.53022885,0.21063644,0.59451133,0.3778309,0.62018585,0.4463276,0.26331955,0.44304416,0.67774016,0.6757734,0.43315876,0.065121435,0.15658747,0.48101193,0.43908685,0.6865723,0.8912021,0.8160017,1.037628,1.1807292,1.0741447,0.8773507,0.7460333,0.57499045,1.0900718,0.7490157,0.64276385,0.5999045,0.6630006,0.5176698,0.46650824,0.51363957,0.5325605,0.42091987,0.080538966,0.3333996,0.25371894,0.5795952,0.5294984,0.26065126,0.19853552,0.2190297,-0.054030363
239,2,random_walk,-0.22915697,-0.014894192,-0.06802826,0.2701934,0.010218606,0.004246659,0.13454154,-0.36410344,-0.070978045,-0.042307932,-0.13259842,-0.60594726,-0.36526662,-0.5714956,-0.4974642,-0.7922868,-0.5967951,-0.5712432,-0.93242455,-0.94087553,-0.8927089,-0.820095,-0.94810253,-0.97109705,-0.5361364,-1.1065612,-1.1531882,-1.2309308,-1.10832,-1.0507607,-1.1315106,-0.9715851,-0.80089587,-0.82046664,-1.122837,-1.1133007,-1.5890176,-1.6936599,-1.8162752,-1.8875328,-2.2168968,-2.159797,-1.9559668,-2.2251291,-1.4260265,-1.9559714,-1.5782038,-1.8165312,-1.8042047,-1.4322925,-1.8761523,-1.5921023,-1.8947837,-2.2203426,-1.7112772,-1.6635518,-1.691502,-1.3890557,-1.8278375,-1.8127471,-1.7346756,-1.6269091,-1.4919201,-1.7801191,-1.594064,-1.6780088,-1.7081485,-1.727881,-1.8549169,-1.8382504,-1.9437566,-2.0476768,-1.8143073,-1.4926236,-2.0555458,-1.9545432,-1.6780593,-1.3185291,-1.1964301,-1.4157312,-1.1317244,-1.4991696,-1.2998083,-1.4698309,-1.6401596,-1.7044181,-1.6489277,-1.8380173,-1.4952093,-1.4857996,-1.593809,-1.2835522,-1.243926,-1.211809,-0.8946213,-0.8630706,-0.72127753,-0.76880497,-0.5819777,-0.4550176
240,2,random_walk,0.2248322,-0.23492208,-0.21122769,0.21011294,0.2734236,-0.06988132,-0.004925259,0.18464923,0.3188812,0.37097585,0.5298879,0.5349086,0.70304656,0.38893807,0.5867904,0.61489666,0.46917543,0.5800498,0.44976893,0.9180417,0.7727195,0.53002363,0.7925849,0.57559276,1.0178001,1.2578307,1.098695,1.022041,0.94965327,1.03476,0.6936171,0.84520227,1.0703824,0.5298099,0.65220696,0.7705746,0.20261063,0.7636573,0.6615401,0.38633183,0.5857962,0.71852154,0.5732955,0.713854,0.5406529,0.6477241,0.48706263,-0.04182327,0.3055623,0.29008207,0.14380571,0.42224815,0.26117948,0.51620644,0.5182357,0.25265667,0.55201066,0.32822925,0.47228262,0.67227846,0.72578335,0.68811595,0.7596232,0.97060174,1.408759,1.0563153,1.284538,0.9873148,0.87075067,0.70809203,1.2709614,0.9462616,1.1990354,0.8650333,0.7197021,0.7093724,1.1126662,0.7390057,0.8640449,1.0081191,0.92797923,0.77737796,0.3065733,0.58400494,0.48360425,0.7406436,0.72665215,0.45026731,0.643875,0.90311205,0.25667605,0.7241546,0.28048682,0.1996145,0.03432561,-0.39069754,-0.055062037,0.38857582,0.2731756,0.103449896
241,2,random_walk,-0.021870447,-0.059275024,-0.4075966,-0.12400445,-0.45549497,-0.23950185,-0.3629897,-0.09710492,-0.25921097,-0.08433547,-0.103927456,-0.09837236,0.0010103637,-0.30332896,-0.105975784,0.28497633,-0.13951394,0.21111757,0.309992,0.5540592,0.33087453,0.4937583,0.2502603,-0.13143264,0.25509864,0.48930186,0.06646077,-0.10093619,0.344648,0.13829376,0.5072316,0.34653786,0.025186192,0.65529627,0.7601174,0.79692894,0.64542866,0.7879528,1.2089609,1.0536511,0.99446905,1.1618725,1.4714098,1.5289221,1.4318366,1.382001,1.6137973,1.2998216,1.3781549,1.666746,1.5971394,1.7309848,1.670458,2.1698756,2.0113952,1.7929902,1.8914151,1.9750056,1.807727,2.393634,2.0312667,1.8423252,2.312611,2.1346722,2.186845,2.1401205,1.9930257,1.9237034,2.1572268,1.9062539,1.8542628,2.1285076,2.1022656,1.7220988,1.8279102,1.811124,2.1785915,2.3650017,2.208958,2.2420406,2.2566605,2.5305185,3.023806,3.0367756,3.0371296,3.0959766,3.0906308,3.1224272,2.9447606,2.8486814,2.898562,3.245573,3.114355,3.3014343,3.1883545,2.919017,2.859182,2.9308317,2.5596347,2.5701082
242,2,random_walk,-0.4411569,-0.20070595,-0.3380157,-0.4163931,-0.6458182,-0.42267027,-0.661881,-0.4452958,-0.49624094,-0.35113576,-0.9352309,-0.9128256,-0.38647795,-1.2771059,-0.8024661,-1.0782081,-0.84508383,-0.8849737,-1.0511879,-0.8285413,-1.4032834,-1.5446066,-1.3863223,-1.4931412,-1.3102498,-1.1382129,-1.3474389,-1.9528388,-1.7545333,-1.8454542,-2.0541115,-1.8657808,-1.8050601,-2.0135276,-2.068263,-2.1232643,-1.9859897,-2.3254986,-2.371196,-2.1353834,-2.4271414,-1.9428285,-2.0208254,-1.9188911,-2.1477344,-2.327999,-2.4331863,-2.4751818,-2.2072022,-2.145993,-2.4280787,-2.4455767,-2.5775843,-2.0917063,-2.16153,-2.2642522,-2.4303608,-2.300442,-2.0521455,-1.8599281,-2.153462,-2.0397873,-1.9830326,-1.8498161,-2.0482602,-1.898036,-2.2359881,-2.068406,-2.0256217,-2.088045,-2.050057,-2.1357632,-1.8415266,-1.7795975,-1.8591328,-1.8063858,-2.133797,-1.8876814,-2.2293153,-2.2985787,-2.360026,-2.4853587,-2.6917727,-2.4330125,-2.7589238,-2.9852796,-2.8210282,-2.8205433,-2.915234,-2.7369173,-2.9124017,-2.6645615,-2.7909915,-2.7519681,-3.0478995,-3.0916412,-2.913056,-3.1089807,-2.6072743,-2.9995954
243,2,random_walk,-0.120124094,-0.06496343,-0.20864819,0.19898681,-0.076643884,-0.22465187,0.17537229,-0.042900868,0.3654475,-0.10124747,-0.5788954,0.0141076865,0.1815179,0.26956826,0.20743439,0.43685928,0.31315523,0.13981421,0.2721135,0.5977832,0.5482492,0.5904919,0.3596182,0.5440682,0.6486862,0.5844376,-0.13149403,-0.021516625,0.110774614,-0.070747696,0.52123785,0.4916751,0.3903821,0.4676027,0.7029846,0.50555027,0.53396326,0.80809593,0.65823513,0.2314283,0.27505055,0.27284145,0.23240362,0.75115836,0.29217157,0.2699578,0.55889,0.41779357,0.29713607,-0.16729437,0.11161917,0.2857855,-0.033378724,-0.2949788,0.079115234,0.68659747,0.3862253,0.20189783,0.04909537,0.23055358,0.0043871407,0.062553085,0.007809306,0.12341314,-0.015416741,0.4159845,0.09797231,0.16987455,-0.11124001,-0.3068772,-0.19739583,0.034906138,-0.1908667,-0.16715746,-0.259476,-0.34356737,-0.08691209,-0.4590219,-0.5446418,-0.30108476,-0.2379146,-0.095653795,-0.26315352,-0.5414918,-0.5682523,-0.4025224,-0.3129219,-0.4269873,-0.20233542,-0.025121314,-0.40924862,0.18838085,0.16882291,-0.34733757,-0.36831912,-0.18633576,-0.15833175,0.23374815,0.04539025,0.016886149
244,2,random_walk,-0.21360642,0.3375501,0.45399818,0.5358888,0.8589208,0.5488527,1.0089194,0.9602261,1.0492653,0.98625195,0.86809003,1.3903468,0.85975295,0.660423,0.71114814,0.1714924,0.15078874,0.2214621,0.047445066,0.18288553,0.24090943,0.4613987,0.50056034,0.4016208,0.24310333,0.088484,0.13995653,0.022946876,0.14593533,-0.114323735,-0.19673403,-0.25793552,-0.51406986,0.019750288,-0.1905265,0.050677273,-0.12580606,-0.08707262,-0.019536942,0.017275447,-0.099091515,-0.28173164,-0.5758151,-0.040947445,-0.4664675,-0.30782136,-0.6002861,-0.70613706,-0.37740752,-0.22030194,0.11402194,0.14177617,0.1693301,-0.47664815,-0.32211262,-0.22994071,-0.42673215,-0.42753544,-0.81673825,-0.5051949,-0.7951831,-0.77710575,-0.6632175,-0.50108045,-0.7216502,-0.6233795,-0.33779153,-0.3142278,-0.118229985,-0.36594114,-0.2556383,-0.285766,-0.32203335,0.014586658,-0.4675277,-0.018951382,0.024341945,-0.17732483,-0.03814968,-0.26078722,-0.30876368,-0.48225334,-0.1349871,-0.596963,-0.19351512,-0.4931743,-0.08124521,-0.0432428,-0.39585093,-0.08085482,0.16183668,0.027099326,-0.2824598,-0.7528953,-0.95307106,-0.56981367,-0.9029775,-0.5072104,-0.5414467,-0.75092846
245,2,random_walk,-0.2039944,-0.15640377,0.18660073,-0.1772778,0.38169613,0.8074729,0.5143301,0.24174365,0.3640414,0.3622678,0.60030967,0.5999746,0.45944124,0.47564104,0.30432257,0.10480197,0.8536491,0.25978053,0.32586065,0.5770791,-0.08052927,-0.33798435,-0.2672936,-0.3359339,-0.42324838,-0.9297812,-0.32572106,-0.5418989,-0.5449858,0.048563603,-0.15484351,0.0011691963,-0.051831704,-0.094682746,0.115955606,-0.59637535,-0.0760708,0.039101865,-0.40900633,-0.82719547,-0.76201314,-0.33445737,-0.9169301,-0.52857053,-0.75549096,-0.44455478,-0.80683666,-0.9704443,-0.83426034,-1.0285139,-0.2382243,-0.6305209,-0.4709283,-0.47856638,-0.5892481,-0.48569855,-0.45435092,-0.12686288,-0.40997028,-0.31027952,-0.18365197,-0.28553203,-0.16769104,-0.2585072,-0.1151719,0.3053112,0.28591013,0.3215432,-0.15859595,-0.07510932,0.36011535,0.5897464,0.48203978,0.37764478,0.5029071,0.441155,0.43798113,0.3895544,0.7702703,0.51601803,1.0550001,0.7597823,0.8928798,1.0807489,1.0685076,0.99917614,0.98187345,0.99306923,0.9237783,0.9164083,1.0158333,0.8728995,0.6941395,0.62607545,0.64943093,0.5722125,0.6234794,0.8906321,1.161653,1.135962
246,2,random_walk,-0.08617973,-0.06754609,0.07165143,0.1739667,0.14352617,-0.027490985,0.41525057,0.49607897,0.14592561,0.39773032,0.16285767,-0.42719153,-0.24712062,0.0031448738,-0.10638339,-0.121074505,-0.21479364,-0.2903462,-0.17501092,-0.11580068,-0.24728382,0.065334946,-0.08826737,0.3418384,0.24095629,0.20726196,0.35899237,0.5074261,0.7773019,0.6511192,0.34560043,0.6681143,0.3712267,0.7285953,0.6554137,0.42358652,0.14661355,0.033256814,-0.062525615,0.12655455,0.13206007,-0.20309846,-0.32380453,-0.09595848,-0.081904456,-0.4359521,-0.83670855,-0.4790389,-0.8545465,-1.2483063,-0.86407036,-1.2486527,-1.3352427,-1.069275,-1.3862077,-1.5437474,-1.5604774,-1.2960529,-1.6817735,-1.0485793,-1.1912752,-1.2797443,-1.4350417,-1.9054027,-1.5953131,-1.3983617,-1.282266,-1.6551393,-1.7651675,-1.5810595,-1.63093,-1.5914112,-1.9932313,-2.055022,-1.7987272,-1.9607501,-1.8002503,-2.13091,-1.9395839,-1.7735515,-1.9580294,-1.9050701,-2.108495,-2.1770158,-1.8183445,-1.608262,-1.5888493,-1.4692811,-2.3085113,-2.066216,-1.7815833,-1.8994067,-2.281488,-2.3258004,-2.3645601,-2.4376476,-2.5939362,-2.287355,-2.3842182,-2.252407
247,2,random_walk,-0.15233095,0.13419999,0.0077822073,0.014014771,0.14739312,0.14114892,-0.019489262,0.120501995,0.099847615,-0.21681702,-0.3085958,0.12078604,-0.08456315,0.11093396,-0.2630365,-0.632351,-0.647608,-0.83387053,-0.94553006,-0.22098063,-0.8407321,-0.9344234,-0.45808867,-0.3272455,-0.48486042,-0.60163087,-0.9697946,-0.5417359,-0.5580439,-0.58854425,-0.6066515,-0.67806417,-0.5421351,-0.9083336,-0.72808814,-0.64814067,-0.6696356,-0.6857109,-0.76571697,-0.7761608,-0.44553208,-0.96430033,-0.7510255,-0.389526,-0.9547926,-0.8492039,-1.0080931,-0.83184606,-1.2377888,-1.2867389,-1.1444994,-1.3287601,-1.1820365,-1.2732025,-1.0730841,-0.94991624,-0.9682418,-0.8649662,-0.8986054,-1.0595453,-1.0823516,-0.8774282,-1.2234757,-0.9947856,-0.8936072,-1.1395853,-0.8839947,-0.85395145,-1.1813439,-1.1561965,-0.9931217,-1.1407763,-0.9179974,-1.2047437,-0.90782654,-1.0420735,-0.95525247,-0.8756732,-0.77410764,-1.0773978,-1.0420228,-0.83588,-0.9520102,-0.75414675,-0.81920564,-0.60670596,-1.0737015,-1.3051399,-0.9919924,-1.0392494,-0.8052627,-0.6930317,-1.0031666,-1.0993291,-1.0165703,-1.3525099,-0.9836782,-0.96516573,-0.7481995,-0.9907463
248,2,random_walk,0.037102267,0.14799553,-0.05722,0.07913896,-0.25912705,-0.76119924,-0.48538518,-0.30645284,-0.3334046,-0.22321987,-0.48027307,-0.08438703,-0.32944095,-0.054860126,-0.4485157,-0.26025116,-0.23603322,-0.50438386,-0.5328244,-0.9427989,-0.8364862,-1.0864792,-0.8547959,-1.6206802,-1.4249318,-0.92464316,-0.9574642,-1.161298,-0.8412773,-0.78185385,-1.0383222,-1.14423,-1.273319,-1.213649,-1.0388461,-1.2312381,-1.1739907,-1.175345,-1.4349984,-1.2432086,-1.0571624,-0.92804927,-0.9825272,-0.7754303,-0.99052346,-0.9358047,-0.8042682,-0.8698101,-0.5254133,-0.55428636,-0.7317277,-0.65316457,-0.8061658,-0.66240335,-0.8429899,-0.68072134,-0.6290517,-0.56063217,-0.442951,-0.32138884,-0.49929664,-0.27231508,-0.8179433,-0.6946937,-0.41586682,-0.8967887,-0.95161295,-0.72607964,-1.0146706,-0.7437794,-1.0921625,-0.9653183,-1.4577651,-1.1317897,-1.5583429,-1.2871544,-1.6561147,-1.4347023,-1.7716062,-1.3286474,-1.5548899,-1.1325543,-0.63080126,-1.2058792,-1.1581055,-0.98237306,-1.2222843,-0.9807647,-0.6723379,-1.0872531,-0.82207066,-0.910027,-0.6973674,-0.73475087,-0.66707546,-0.6916591,-0.44769347,-0.48717096,-0.30905953,-0.37803942
249,2,random_walk,0.32665074,-0.18793564,-0.078229144,-0.016609209,-0.0046321955,-0.15649515,-0.32119626,-0.26174027,-0.32234192,-0.84733695,-0.57971126,-0.33922505,-0.8396031,-0.4572049,-0.58626574,-0.76706374,-0.48146594,-0.65457433,-0.90521353,-0.9726095,-1.1793777,-1.2738342,-1.3451252,-1.3790495,-1.3521466,-1.673814,-1.1085104,-1.3271853,-1.1772903,-1.0052031,-0.8973813,-1.1205432,-1.1690738,-0.6102652,-0.8422114,-0.3825714,-0.16967179,-0.77850807,-0.37746432,-0.1670448,-0.31795782,-0.04575113,0.21473856,0.24813004,0.34508646,0.41122139,0.06773894,0.08952749,0.6609359,0.8470097,0.38725322,0.5295876,0.770253,0.5743959,0.27914345,0.009093542,0.14363508,-0.33454618,-0.4677661,-0.2696738,-0.44711146,-0.37211508,-0.64458656,-0.6687413,-0.8307745,-1.0710773,-0.80477506,-0.4490775,-0.63569754,-0.50298977,-0.81878835,-0.5051081,-0.31534868,-0.45908198,-0.5603117,-0.79989904,-0.6785908,-0.70671993,-0.80576766,-0.48674527,-0.22507855,-0.2863058,-0.16038616,-0.3580425,-0.18350905,-0.110613264,0.25023463,0.4530816,0.47198603,0.38756245,0.1605774,0.25816694,0.44492313,0.472918,0.43750492,0.34294125,-0.020408195,0.12898429,0.14717522,0.24826239
250,2,random_walk,0.1627457,0.27114242,0.014623675,-0.07585106,-0.1239654,0.00024173589,0.1105531,-0.26487696,0.0022207287,-0.3097354,-0.20170562,-0.13947883,0.015647488,-0.29576588,-0.17654103,-0.087129764,-0.3055185,-0.6744008,-0.3461308,-0.5095951,-0.36930755,-0.54430455,-0.61050624,-0.733064,-0.7053783,-0.7648033,-0.56493354,-0.48265722,-0.4594228,-0.78498924,-1.0361717,-1.1902095,-1.3091838,-1.2456731,-1.1700357,-1.3188212,-1.559983,-1.8562142,-1.6795987,-1.7299182,-1.6865888,-1.6166761,-1.820275,-1.8492057,-1.9063593,-2.1067777,-1.9119074,-1.5823759,-1.3217815,-1.2113535,-1.1626428,-0.9746327,-1.2035532,-1.1172314,-1.1589885,-1.1990973,-1.0360299,-1.3779179,-1.2449517,-1.4736793,-1.1953058,-1.2005717,-1.2917145,-1.3995428,-1.6664346,-1.8357807,-1.6403339,-1.6764567,-1.6136099,-1.4001676,-1.3258791,-1.1901606,-1.8288324,-1.5347737,-1.5713577,-1.5992975,-1.686571,-1.7933577,-1.4292785,-1.1117933,-1.2123208,-1.3683261,-1.3916482,-1.1534829,-1.5628586,-1.3018271,-1.2796439,-1.0085053,-1.0176076,-1.2241437,-1.3050975,-0.9762668,-1.2475381,-0.8621929,-0.99078405,-0.9257986,-1.0674285,-0.6520688,-1.0352387,-1.0049584
251,2,random_walk,0.048161175,-0.13051015,0.022012139,-0.021782199,-0.23289347,-0.101605944,-0.8127387,-0.80699533,-0.68561184,-0.47813556,-0.10516533,-0.28713146,0.0026314377,-0.32033226,-0.22764774,-0.4953585,-0.31782076,-0.29925126,-0.5266104,-0.42939013,-0.90453005,-0.6790477,-0.37712592,-0.5683709,-0.33750197,-0.13507025,-0.18835159,-0.21657465,-0.09555377,0.12574433,0.33249354,0.31020698,0.3510638,0.1858322,0.084130764,0.4292592,0.592185,0.8429407,0.7386774,0.705587,0.83995885,0.8935337,1.416431,0.8172371,0.7128332,0.9649511,0.74821013,0.9679562,0.62293637,0.8070242,0.5441574,0.70770144,0.6112729,1.0819116,0.49165457,0.53762406,0.45157054,0.19724882,0.4429956,-0.034394126,-0.43162376,-0.66847,-0.6478065,-0.41732582,-0.42505583,-0.3319279,-0.37905273,-0.72400385,-0.5006594,-0.53612196,-0.2397724,-0.4291472,-0.7149473,-0.58936584,-0.58932626,-1.1583065,-0.6470699,-1.2091789,-0.8123809,-1.0567073,-0.6510319,-0.81345326,-0.9828755,-0.77638334,-0.9665734,-0.7568635,-1.0546737,-0.98232794,-0.8007548,-0.9340297,-0.9597583,-0.9593191,-1.365603,-0.7523215,-1.0311443,-1.516298,-1.6000773,-1.1847097,-1.3915166,-1.4453691
252,2,random_walk,-0.26061112,0.072085015,-0.3331566,-0.26516032,-0.18897705,-0.12060336,-0.32729283,-0.40495002,-0.56885827,-0.6921855,-0.82528704,-0.53515434,-0.7923074,-0.74596727,-0.5657667,-0.4662957,-0.5451822,-0.47101676,-0.64460623,-0.94325876,-0.7453809,-0.9537892,-0.9042308,-0.50855035,-0.77801377,-0.3301676,-0.17359163,-0.2627797,-0.37607855,-0.55140114,-0.60505825,-0.5082489,-0.80283326,-0.6614882,-0.54800856,-1.0524527,-0.71580255,-0.35474417,-0.4111686,-0.22450233,0.016347447,-0.12550668,-0.21962716,0.2873174,0.28309852,-0.10299081,-0.16824646,0.03232887,-0.22407126,-0.16047993,-0.010098375,-0.0837134,-0.066769496,-0.07740152,0.20866247,0.29107562,-0.09205155,-0.17532595,0.15775701,0.39883095,0.04753316,0.11486504,0.3543816,0.26034856,0.4162228,0.740387,0.4070669,0.09651808,0.40946636,0.53596157,0.21325007,0.60532516,0.7269998,0.878371,1.0801898,0.4483122,0.7067874,0.72454333,0.57335395,0.87324136,1.0925494,0.9417524,0.5045231,0.67767394,0.75375473,0.8816642,0.7881763,0.6947681,0.944474,0.6636452,0.46902034,0.48313084,0.4027299,0.686746,0.6445672,1.0574174,0.845323,1.2349257,0.95444983,1.2784956
253,2,random_walk,-0.053092483,0.00050983747,-0.10711071,-0.016111944,-0.09557884,-0.21812746,-0.29706404,-0.23994985,-0.23411661,-0.2155979,-0.6310032,-0.5649812,-0.4977719,-0.80802125,-0.7257957,-0.6967742,-0.5433826,-0.59501314,-0.96969795,-0.5806537,-1.0245101,-0.9045459,-0.7837639,-1.1349387,-0.70898557,-0.7097016,-1.1165234,-0.8611082,-0.9263765,-1.4753236,-1.2494615,-1.1140956,-1.031445,-0.84485555,-0.8659825,-0.793162,-0.7951909,-0.7182399,-0.6838942,-0.353286,-0.5685955,-0.3266123,-0.77193195,-0.37379575,-0.29093426,-0.07718528,-0.19680545,-0.17293486,-0.14127733,-0.6788759,-0.69723284,-0.5099976,-0.7589754,-0.5571737,-0.51596826,-1.0245389,-1.0793511,-1.4086527,-1.4824146,-1.9594747,-1.5847707,-1.6223805,-1.8245053,-1.8910885,-1.7454058,-1.8643051,-1.6641555,-2.0110805,-1.8253888,-2.347093,-2.044859,-2.2755594,-2.3065882,-2.5088882,-2.260679,-2.2208567,-2.2426467,-2.4251273,-2.1288388,-2.2560217,-2.097889,-2.1370072,-2.0333722,-2.1532705,-1.7561926,-2.111313,-2.0162966,-2.1428106,-2.2620132,-2.4690318,-1.9437796,-2.1369042,-1.5082208,-1.9466856,-1.5815725,-1.8178878,-2.103852,-1.8125923,-1.7709337,-2.218459
254,2,random_walk,0.17250273,0.15098615,0.14084905,0.0129244495,-0.15946826,0.05195607,0.07837205,0.03794155,0.34276846,0.015061844,0.34078398,0.40231943,0.23660554,0.24433139,0.289079,0.44194564,0.5486603,0.38991582,0.7460933,0.72530425,0.6151941,0.45923704,0.69428974,0.6618379,0.22179149,0.06034887,0.12979072,0.2882952,0.24517815,0.2373998,0.4785773,0.31138864,0.38322785,0.3025603,0.050901674,0.14239603,0.3985692,0.28095198,-0.076712474,-0.16341947,0.086520985,0.11920712,0.16539635,0.06398278,-0.07402789,-0.07465963,0.13173304,0.56701636,0.2353559,0.42821684,0.42393103,0.5012968,0.22512054,0.102878936,-0.27858916,-0.16854033,-0.09711457,-0.3483373,-0.36726534,-0.06126451,-0.10319366,0.24992062,-0.33680433,0.15661202,0.38631365,0.19370672,-0.09020804,0.26401392,0.56625974,0.07446765,0.141065,-0.10022514,0.25472814,0.32755965,0.40111476,0.46023345,0.54837996,0.28882673,-0.12710099,-0.13400348,0.14071678,0.25179562,0.27374583,-0.10838593,-0.14367218,0.39274886,0.058458317,0.30986175,0.76647395,0.9632492,1.3313122,1.5643299,1.2803594,1.47577,1.2059349,1.1958649,1.2540865,1.0605954,1.2158083,1.0672319
255,2,random_walk,0.15948851,0.29396302,0.51747787,0.74051934,0.6225091,0.28406706,0.0144794835,-0.1051296,0.15173267,0.30602515,0.34847078,0.1753639,0.41176456,0.62485117,0.981792,1.0880039,1.0082921,0.7438816,0.81201893,0.8699727,0.19442102,0.30872965,0.3640856,0.59091276,0.4459465,0.30988562,0.686499,0.44536835,0.3271551,0.28710333,0.35649225,0.37794274,1.0161713,0.68223065,0.78646827,0.72116613,0.66019255,0.3151747,0.2853698,0.61142254,0.78544706,0.46826717,0.1305722,0.6243572,0.32865855,0.6641087,0.9135162,0.983649,0.50785035,0.62978464,0.8375358,0.56514233,0.45472708,0.730001,0.6918331,1.1194685,0.690475,0.83021086,0.8895037,0.57378024,0.7629481,0.6219899,0.91870636,0.982761,1.2106731,1.6143082,1.7465315,1.2675316,1.2475264,1.2157136,0.6556675,1.0722448,0.9280576,1.2499255,1.1138108,1.4902383,1.4513632,1.6973609,1.5415562,1.8536156,2.029145,1.8737216,2.1120532,2.3037763,1.9070188,2.1152985,2.14534,2.5161536,2.6900253,2.5555198,2.5833652,2.8335228,2.5690572,2.7440178,3.1086712,3.0242672,2.7297711,2.535893,2.5230482,2.8820136
256,2,random_walk,0.022576593,-0.010657367,0.425505,0.50844693,0.1934702,0.49654022,0.49182597,0.89136165,0.77476174,0.6883664,0.77676743,0.64943194,0.6082182,0.6423991,0.53412765,0.9044536,0.666319,0.57145494,0.6043445,0.58582914,0.71827585,0.3963766,0.85009736,0.8184497,0.6705995,0.55474293,0.9102344,0.8441943,0.9738289,0.42426512,0.64621437,0.80518615,0.9288231,1.0717213,0.53261876,0.53147686,0.4904717,0.47511286,0.36329728,0.18435492,0.34412947,0.22100478,0.5157247,0.08417891,-0.023519866,0.48556632,0.45985192,1.1868576,0.91356,1.4162234,0.8876591,1.016822,0.6946426,1.0561237,0.5854559,0.72565114,0.92583203,1.1196061,0.8020872,1.18367,1.0037665,1.007858,0.8655012,1.1200286,0.7414067,0.8258635,0.51820046,0.68407094,0.64154655,1.0659629,0.8822124,1.3441054,1.4177597,1.4235728,1.0653114,1.348099,1.4471565,1.2352899,1.3279953,1.5066892,1.5950416,1.6946882,1.3927087,1.9688991,1.9087719,1.567451,1.7556931,1.3480537,1.6436374,1.8449484,1.8311495,1.8320928,1.8401444,1.6231443,1.7159195,2.0483682,1.7926233,1.8229136,1.58054,1.59805
